n_served,n_censored,mean_wait_min,median_wait_min,max_wait_min,jain_fairness,starvation_count,mean_bay_utilization,seed,arrival_rate,load_factor,strategy
285,6,216.84271391508324,238.1701849347146,450.4630961011071,0.7488597106570718,254,0.9251209896701349,2,2.6,0.904943546842704,FCFS
289,0,66.8557965600427,38.333034246154966,297.9525684967448,0.43119046788628135,155,0.8792067996335239,3,2.6,0.904943546842704,FCFS
273,14,88.55063440944147,61.495627668793304,306.0196848198657,0.5057060658617433,168,0.8492446944850428,4,2.6,0.904943546842704,FCFS
283,0,101.70674437767651,83.07941346945495,317.3590209455706,0.6259284777615866,221,0.9353896785892641,5,2.6,0.904943546842704,FCFS
270,0,91.34660320161271,76.65883394886714,363.38675088308537,0.5522797890920654,203,0.915273971827906,6,2.6,0.904943546842704,FCFS
233,0,45.51632130267907,31.890097268168574,159.77383219302305,0.4826700884126508,121,0.7899839671993816,7,2.6,0.904943546842704,FCFS
279,2,62.084711904860555,33.02358359696336,298.75254893930355,0.39268243962557303,145,0.8724164802449277,8,2.6,0.904943546842704,FCFS
288,10,89.4744442978201,88.65696099275647,262.60020900027916,0.6498633967147573,212,0.9008406426772977,9,2.6,0.904943546842704,FCFS
280,1,67.79723611491386,55.64322584744173,300.6120695444956,0.5070598996106547,180,0.8851323752774424,10,2.6,0.904943546842704,FCFS
274,4,39.718733933487634,32.624178873746814,148.1091815876698,0.5075354172648294,141,0.8603494565966872,11,2.6,0.904943546842704,FCFS
269,0,104.30699080862124,101.01180198523184,408.8982168304351,0.5411193541549245,180,0.8964100127108682,12,2.6,0.904943546842704,FCFS
274,0,54.704266650560264,35.730780040609716,273.87135594053416,0.4291339518369545,145,0.844785104805243,13,2.6,0.904943546842704,FCFS
261,2,58.71766837246002,46.044936572029656,325.3935241661138,0.441790811587061,149,0.8631791019955561,14,2.6,0.904943546842704,FCFS
293,5,31.972400215348028,17.159746136162994,302.8889451511959,0.36183229390731747,113,0.7556881788207079,0,2.6,0.904943546842704,SRPT
282,1,33.16306746065435,19.185351225883323,289.3627465022241,0.3463481954233718,106,0.7297845270628329,1,2.6,0.904943546842704,SRPT
291,0,30.186071543183818,13.160577935428591,259.62546865628246,0.33343926542868857,93,0.7865318343749041,2,2.6,0.904943546842704,SRPT
289,0,26.361164027418965,9.752402427761808,244.8680528528712,0.2931229656307274,90,0.7210778272133157,3,2.6,0.904943546842704,SRPT
282,5,37.50159754326774,19.536089472096705,437.25042037978255,0.30327853781149716,117,0.751574250467804,4,2.6,0.904943546842704,SRPT
283,0,33.016410007041316,14.059645522577739,492.2952141695823,0.24282354334024245,92,0.7500433182191059,5,2.6,0.904943546842704,SRPT
