n_served,n_censored,mean_wait_min,median_wait_min,max_wait_min,jain_fairness,starvation_count,mean_bay_utilization,seed,arrival_rate,load_factor,strategy
270,0,23.51166782157106,12.631011148063862,196.7629738971682,0.36910536906152236,81,0.7428766615772807,6,2.6,0.904943546842704,SRPT
232,1,19.567883616172892,4.013423787303964,208.3565831043045,0.29197727679277846,63,0.6458274229737428,7,2.6,0.904943546842704,SRPT
280,1,23.108852527545736,11.212723520241525,214.8325872986627,0.3273009795917958,84,0.7312979897482873,8,2.6,0.904943546842704,SRPT
296,2,30.088424470052157,16.89780617064889,201.98838964417428,0.3904548982765098,110,0.7814177163615206,9,2.6,0.904943546842704,SRPT
280,1,33.05029138703508,15.91947804433039,342.3771485139955,0.3628345003589783,112,0.7376727966394133,10,2.6,0.904943546842704,SRPT
277,1,20.464132005268485,5.182016245910745,119.91273782844746,0.35877095698189965,83,0.6989694895616658,11,2.6,0.904943546842704,SRPT
269,0,33.93063475413965,12.635471637994215,438.7586593669871,0.23384948305044473,94,0.7374234727505946,12,2.6,0.904943546842704,SRPT
274,0,24.94292005433014,9.973747966560268,202.05597063806727,0.33670476531805066,85,0.7215584625460066,13,2.6,0.904943546842704,SRPT
262,1,31.286494407107437,14.63188623393171,420.9452873151022,0.29397510844663205,90,0.7217655903828664,14,2.6,0.904943546842704,SRPT
293,5,73.31878399388823,54.75820489601438,285.46558348333383,0.5003633553397305,186,0.8456204548231919,0,2.6,0.904943546842704,SOC-Aware+Aging
272,11,76.63756670247328,41.78227814086654,291.0580814543964,0.45464510175279294,149,0.7757618577932438,1,2.6,0.904943546842704,SOC-Aware+Aging
286,5,229.97716099801124,262.0538545396714,453.4170402585805,0.7655627738244724,247,0.9032053200396848,2,2.6,0.904943546842704,SOC-Aware+Aging
289,0,47.29246902284496,21.51088603471635,205.623465641052,0.40829338888849276,126,0.7879545073912235,3,2.6,0.904943546842704,SOC-Aware+Aging
269,18,86.12750399984431,46.51107204194318,334.2587860804697,0.41977217325257343,154,0.8133313663287176,4,2.6,0.904943546842704,SOC-Aware+Aging
283,0,85.67838830727854,66.46306346529309,272.0290858366252,0.5326491323623318,176,0.8643642364664651,5,2.6,0.904943546842704,SOC-Aware+Aging
270,0,57.48896327536765,26.7422779472231,331.8694738364966,0.35499764928029703,126,0.8143699158217832,6,2.6,0.904943546842704,SOC-Aware+Aging
232,1,25.54333770059618,9.135370921248523,121.73448893762861,0.3718922397151408,74,0.6906279993459109,7,2.6,0.904943546842704,SOC-Aware+Aging
280,1,32.74094025161122,14.711713525788582,184.8964836858022,0.3873525456738616,110,0.7906061769936997,8,2.6,0.904943546842704,SOC-Aware+Aging
296,2,58.976711150877826,43.34097905634519,273.346206593171,0.4858157921262704,168,0.8397486214479162,9,2.6,0.904943546842704,SOC-Aware+Aging
280,1,53.51938214712764,33.82417137000408,290.0244601785921,0.40638629762811856,147,0.8151466703658538,10,2.6,0.904943546842704,SOC-Aware+Aging
277,1,28.333812911022488,13.183111756486142,123.82005838073974,0.43628578058555983,108,0.771489386285554,11,2.6,0.904943546842704,SOC-Aware+Aging
269,0,70.57097476932618,50.3760761446847,324.5867337422378,0.45923555300616614,160,0.8377986974088808,12,2.6,0.904943546842704,SOC-Aware+Aging
274,0,35.80069428060722,18.973888729241025,211.61134045043082,0.3975039800424784,116,0.7948548456443958,13,2.6,0.904943546842704,SOC-Aware+Aging
262,1,51.79069447130571,29.419447318262655,303.767699694421,0.37759633606716636,129,0.8068495934769045,14,2.6,0.904943546842704,SOC-Aware+Aging
